"filename", "language", "Markdown", "Docker", "Python", "reStructuredText", "YAML", "pip requirements", "Shell Script", "JSON", "Makefile", "comment", "blank", "total"
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\compute_config\knative.md", "Markdown", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 113
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\compute_config\localhost.md", "Markdown", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 70
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\compute_config\openwhisk.md", "Markdown", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 83
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\compute_config\vm.md", "Markdown", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 63
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\configuration.rst", "reStructuredText", 0, 0, 0, 66, 0, 0, 0, 0, 0, 5, 28, 99
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\contributing.rst", "reStructuredText", 0, 0, 0, 21, 0, 0, 0, 0, 0, 3, 17, 41
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\customized_runtime.rst", "reStructuredText", 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 8, 20
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\data_partitioning.rst", "reStructuredText", 0, 0, 0, 109, 0, 0, 0, 0, 0, 3, 34, 146
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\data_processing.rst", "reStructuredText", 0, 0, 0, 86, 0, 0, 0, 0, 0, 11, 60, 157
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\design.md", "Markdown", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 66
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\dso.rst", "reStructuredText", 0, 0, 0, 52, 0, 0, 0, 0, 0, 5, 26, 83
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\execution_modes.rst", "reStructuredText", 0, 0, 0, 28, 0, 0, 0, 0, 0, 5, 22, 55
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\functions.md", "Markdown", 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 309
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\install_lithops.rst", "reStructuredText", 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 15, 34
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\metrics.rst", "reStructuredText", 0, 0, 0, 31, 0, 0, 0, 0, 0, 6, 21, 58
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\monitoring.rst", "reStructuredText", 0, 0, 0, 20, 0, 0, 0, 0, 0, 4, 12, 36
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\notebooks\function_chaining.ipynb", "JSON", 0, 0, 0, 0, 0, 0, 0, 244, 0, 0, 1, 245
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\sklearn_joblib.rst", "reStructuredText", 0, 0, 0, 39, 0, 0, 0, 0, 0, 2, 25, 66
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_backends.rst", "reStructuredText", 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 3, 9
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\aliyun_oss.md", "Markdown", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 50
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\aws_s3.md", "Markdown", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 52
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\azure_blob.md", "Markdown", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 74
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\ceph.md", "Markdown", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 38
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\gcp_storage.md", "Markdown", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 65
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\ibm_cos.md", "Markdown", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 134
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\infinispan.md", "Markdown", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 71
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\minio.md", "Markdown", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\redis.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 39
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\storage_config\swift.md", "Markdown", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 42
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\supported_clouds.rst", "reStructuredText", 0, 0, 0, 74, 0, 0, 0, 0, 0, 6, 25, 105
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\testing.rst", "reStructuredText", 0, 0, 0, 42, 0, 0, 0, 0, 0, 5, 35, 82
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\source\worker_granularity.rst", "reStructuredText", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\asus\Desktop\ADSL\lithops-master\docs\user_guide.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 41
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\call_async.py", "Python", 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 5, 15
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\cloudobject.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 20, 8, 49
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\context_manager.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 7, 5, 21
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\dso\map.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\dso\sample.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\function_chaining.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 9, 25
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\hello_world.ipynb", "JSON", 0, 0, 0, 0, 0, 0, 0, 298, 0, 0, 1, 299
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\ibmcos_arg.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 8, 28
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\internal_execution.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 7, 26
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\joblib_backend.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 7, 17
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\map.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 7, 5, 22
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\map_cos_prefix.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 17, 10, 46
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\map_internal.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 7, 24
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\map_reduce.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 19, 10, 50
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\map_reduce_cos_bucket.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 24, 16, 75
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\map_reduce_cos_key.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 0, 27, 14, 78
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\map_reduce_localhost.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 20, 15, 78
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\map_reduce_url.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 20, 13, 64
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiple_args_call_async.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 26, 17, 77
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiple_args_map.py", "Python", 0, 0, 66, 0, 0, 0, 0, 0, 0, 33, 21, 120
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\barrier.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 8, 29
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\buffered_queue.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 9, 32
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\c_types.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 17, 48
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\counter.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 4, 13, 43
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\joinable_queue.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 12, 37
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\lock.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\manager.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 7, 23
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\map_details.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 8, 18
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\parameter_server.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 2, 14, 44
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\pi_estimation.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\pipe.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 5, 16
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\pool.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 10, 22, 75
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\pool_args.py", "Python", 0, 0, 32, 0, 0, 0, 0, 0, 0, 11, 17, 60
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\pool_initializer.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 7, 20
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\process.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 8, 28
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\queue_poll.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 9, 32
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\remote_logs.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 12, 32
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\semaphore.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 7, 23
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\multiprocessing\simple_queue.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 5, 15
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\rabbitmq_arg.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 5, 11, 42
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\serialize_futures.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 7, 10, 36
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\sklearn_job.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\storage.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 3, 12, 35
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\storage_arg.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 4, 8, 30
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\storage_os.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 6, 13, 47
"c:\Users\asus\Desktop\ADSL\lithops-master\examples\wait.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 5, 7, 27
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\__init__.py", "Python", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\config.py", "Python", 0, 0, 194, 0, 0, 0, 0, 0, 0, 31, 79, 304
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\constants.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 15, 22, 122
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\executors.py", "Python", 0, 0, 474, 0, 0, 0, 0, 0, 0, 189, 97, 760
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\future.py", "Python", 0, 0, 241, 0, 0, 0, 0, 0, 0, 52, 60, 353
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\invokers.py", "Python", 0, 0, 358, 0, 0, 0, 0, 0, 0, 81, 92, 531
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\job\__init__.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\job\job.py", "Python", 0, 0, 226, 0, 0, 0, 0, 0, 0, 39, 50, 315
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\job\partitioner.py", "Python", 0, 0, 268, 0, 0, 0, 0, 0, 0, 37, 71, 376
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\job\serialize.py", "Python", 0, 0, 155, 0, 0, 0, 0, 0, 0, 34, 27, 216
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\libs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\libs\multyvac\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\libs\multyvac\module_dependency.py", "Python", 0, 0, 216, 0, 0, 0, 0, 0, 0, 85, 22, 323
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\libs\openwhisk\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\libs\openwhisk\client.py", "Python", 0, 0, 160, 0, 0, 0, 0, 0, 0, 54, 38, 252
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\localhost\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\localhost\localhost.py", "Python", 0, 0, 230, 0, 0, 0, 0, 0, 0, 73, 69, 372
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\localhost\runner.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 16, 25, 101
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\monitor.py", "Python", 0, 0, 288, 0, 0, 0, 0, 0, 0, 71, 78, 437
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\__init__.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 6, 5, 26
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\config.py", "Python", 0, 0, 27, 0, 0, 0, 0, 0, 0, 18, 12, 57
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\connection.py", "Python", 0, 0, 472, 0, 0, 0, 0, 0, 0, 91, 121, 684
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\context.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 0, 34, 45, 178
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\managers.py", "Python", 0, 0, 495, 0, 0, 0, 0, 0, 0, 106, 133, 734
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\pool.py", "Python", 0, 0, 168, 0, 0, 0, 0, 0, 0, 66, 70, 304
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\process.py", "Python", 0, 0, 161, 0, 0, 0, 0, 0, 0, 72, 48, 281
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\queues.py", "Python", 0, 0, 149, 0, 0, 0, 0, 0, 0, 19, 47, 215
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\sharedctypes.py", "Python", 0, 0, 193, 0, 0, 0, 0, 0, 0, 25, 51, 269
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\synchronize.py", "Python", 0, 0, 196, 0, 0, 0, 0, 0, 0, 52, 69, 317
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\multiprocessing\util.py", "Python", 0, 0, 174, 0, 0, 0, 0, 0, 0, 32, 52, 258
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\plots.py", "Python", 0, 0, 118, 0, 0, 0, 0, 0, 0, 16, 41, 175
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\scripts\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\scripts\cleaner.py", "Python", 0, 0, 128, 0, 0, 0, 0, 0, 0, 16, 42, 186
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\scripts\cli.py", "Python", 0, 0, 437, 0, 0, 0, 0, 0, 0, 39, 125, 601
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aliyun_fc\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aliyun_fc\aliyun_fc.py", "Python", 0, 0, 167, 0, 0, 0, 0, 0, 0, 52, 46, 265
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aliyun_fc\config.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 21, 19, 83
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aliyun_fc\entry_point.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 15, 8, 47
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aws_batch\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 15, 2, 18
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aws_batch\aws_batch.py", "Python", 0, 0, 457, 0, 0, 0, 0, 0, 0, 28, 83, 568
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aws_batch\config.py", "Python", 0, 0, 80, 0, 0, 0, 0, 0, 0, 46, 21, 147
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aws_batch\entry_point.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 15, 12, 77
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aws_lambda\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 15, 2, 18
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aws_lambda\aws_lambda.py", "Python", 0, 0, 439, 0, 0, 0, 0, 0, 0, 112, 106, 657
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aws_lambda\build_layer.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 12, 48
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aws_lambda\config.py", "Python", 0, 0, 79, 0, 0, 0, 0, 0, 0, 19, 30, 128
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\aws_lambda\entry_point.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 15, 8, 45
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\azure_functions\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\azure_functions\azure_functions.py", "Python", 0, 0, 249, 0, 0, 0, 0, 0, 0, 53, 54, 356
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\azure_functions\config.py", "Python", 0, 0, 94, 0, 0, 0, 0, 0, 0, 86, 26, 206
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\azure_functions\entry_point.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 15, 14, 73
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\code_engine\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\code_engine\code_engine.py", "Python", 0, 0, 484, 0, 0, 0, 0, 0, 0, 77, 108, 669
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\code_engine\config.py", "Python", 0, 0, 56, 0, 0, 0, 0, 0, 0, 110, 22, 188
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\code_engine\entry_point.py", "Python", 0, 0, 88, 0, 0, 0, 0, 0, 0, 17, 37, 142
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\gcp_cloudrun\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\gcp_cloudrun\cloudrun.py", "Python", 0, 0, 254, 0, 0, 0, 0, 0, 0, 45, 58, 357
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\gcp_cloudrun\config.py", "Python", 0, 0, 55, 0, 0, 0, 0, 0, 0, 54, 23, 132
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\gcp_cloudrun\entry_point.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 17, 23, 92
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\gcp_functions\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\gcp_functions\config.py", "Python", 0, 0, 73, 0, 0, 0, 0, 0, 0, 15, 21, 109
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\gcp_functions\entry_point.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 16, 9, 58
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\gcp_functions\gcp_functions.py", "Python", 0, 0, 288, 0, 0, 0, 0, 0, 0, 30, 66, 384
"c:\Users\asus\Desktop\ADSL\lithops-master\lithops\serverless\backends\ibm_cf\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
